id,type,name,translation,file,sounds,error,ini
373,PACENOTE,TREE,PUU,tree.ogg,1,Not found: tree.ogg,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
374,PACENOTE,STUMP,KANTO,stump.ogg,1,Not found: stump.ogg,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
379,PACENOTE,STONE,KIVI,stone.ogg,1,Not found: stone.ogg,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
380,PACENOTE,ROCK,KIVI,rock.ogg,1,Not found: rock.ogg,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
381,PACENOTE,TUNNEL,Tunnel,tunneli.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
384,PACENOTE,RAILS,Rails,raiteet.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
385,PACENOTE,SIGN,KYLTTI,sign.ogg,1,Not found: sign.ogg,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
386,PACENOTE,BUSH,PUSKA,bush.ogg,1,Not found: bush.ogg,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
388,PACENOTE,WATER,VETTÄ,vetta.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
389,PACENOTE,PUDDLE,LÄTÄKKÖ,vetta.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
390,PACENOTE,NETTING,VERKKO,netting.ogg,1,Not found: netting.ogg,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
391,PACENOTE,TAPE,TEIPPI,tape.ogg,1,Not found: tape.ogg,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
392,PACENOTE,LEFT_ENTRY_CHICANE,Left Entry Chicane,shikaani_vasemmalta.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
393,PACENOTE,RIGHT_ENTRY_CHICANE,Right Entry Chicane,shikaani_oikeelta.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
394,PACENOTE,TYRES,RENKAITA,tyres.ogg,1,Not found: tyres.ogg,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
395,PACENOTE,SPECTATORS,KATSOJIA,spectators.ogg,1,Not found: spectators.ogg,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
396,PACENOTE,MARSHALLS,JÄRJESTYKSENVALVOJIA,marshalls.ogg,1,Not found: marshalls.ogg,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
397,PACENOTE,BARRELS,TYNNYRIT,barrels.ogg,1,Not found: barrels.ogg,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
411,PACENOTE,INSIDE,Inside,sisalla.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
